pressure,humidity,pressure_trend_3h,humidity_change_1h,cloud_cover,wind_speed,precipitation,past_rain_3h,month,target_label
912.6829,92.02405,90.43595000000005,8.836070000000007,48.0,3.6447225,0.0,0.0,10,0
998.3196392856655,102.85216584147118,-1.0710568856956544,11.331559014589297,89.42160808193773,4.399894778121718,22.135311847129323,9.601604391477984,7,2
1021.6325472330547,73.51736711247382,-4.710310407842866,7.474199777021304,47.73577973522464,11.672659718439448,13.484174813371924,20.241484990372484,7,0
907.3545,85.45055,100.29176000000007,-8.390989999999988,21.0,3.8939953,0.0,0.1000000000000009,8,0
1006.7231183359958,67.2384528748823,-1.7158438509207052,-4.533978005743199,61.193803549215176,8.770390967692085,7.792857077574432,0.0,6,1
807.4903,96.58494,-106.27099999999996,20.654539999999997,100.0,1.0182338,0.0,0.0,2,0
669.445,62.048424,-157.76013999999998,-6.755375999999998,28.0,3.710795,0.0,0.0,5,0
676.8979,34.40962,14.251900000000091,-62.26055,87.0,3.7064266,0.0,6.299999999999993,12,0
988.1923355342097,87.48302060624768,-1.2261601081793279,-0.08368965932450045,92.41659890579733,25.38698946694648,13.571997728981612,5.771398708959524,8,2
911.51166,32.81525,250.32581000000005,-27.625157,95.0,5.506941,0.0,0.0,4,0
1015.8601681614535,69.95279625968998,-8.957150633827542,-3.762686510425808,92.99678789886076,12.863871365801831,0.0,2.070698650921366,7,0
989.0726056275452,88.66791821144433,1.4904109205710756,2.9999193687776953,59.76036037157655,21.717623998834227,12.977743497531652,0.0,9,1
681.49084,98.98708,-223.46305999999993,16.573060000000012,100.0,2.52,0.1,0.1,8,0
660.6089,64.70463,-20.379140000000007,1.3618399999999937,100.0,8.089993,0.0,0.0,4,0
903.91296,38.88556,104.90930000000003,-4.074553999999999,12.0,3.396233,0.0,0.0,2,0
690.9399,13.621325,-225.52903000000003,-27.046018000000004,77.0,3.671294,0.0,0.0,2,0
682.67816,61.82662,-0.13623999999992975,26.685069999999996,58.0,3.2399998,0.3,0.49999999999999467,5,0
1002.3546053360342,86.60486998356096,1.0261020523603936,2.1266219245677385,65.58713278367615,20.33227630907986,8.620768655598699,0.0,6,1
992.7541821013506,102.46341211320566,-4.9829316684311875,-0.45603153423635057,37.64569052074965,9.76106847244112,13.166447105857607,2.908268727832535,8,1
680.5931,14.274681,-122.32099999999991,-19.985583999999996,0.0,1.8,0.0,0.0,4,0
683.2007,45.861244,-229.75800000000004,4.135543999999996,48.0,5.154415,0.0,0.0,5,0
681.223,40.801216,-139.9035,-30.034304000000006,29.0,2.0991426,0.0,0.0,5,0
805.4642,95.74982,-103.55799999999999,61.04877,0.0,0.5091169,0.0,0.0,11,0
997.6949771698835,79.42442098558507,-13.426910180070667,3.8471603246358073,39.968643777450396,16.847559726079254,0.0,3.252317455273557,9,1
985.7896264403608,98.4537947269881,3.044316848943901,-0.6267638729839073,53.2677859091653,0.6309425803757183,5.5446731108290175,8.506400574523601,6,1
914.2292,78.8132,85.01685999999995,53.780939999999994,3.0,1.9386592,0.0,0.0,12,0
826.9899,58.706264,142.49560000000008,36.229834999999994,2.0,7.4128532,0.0,0.0,4,0
908.0929,77.02918,80.40089999999998,1.4754199999999997,51.0,2.6208394,0.0,0.0,10,0
914.43854,92.07939,263.61924,-7.920609999999996,5.0,1.8,0.0,0.0,1,0
660.83105,58.288982,-166.60035000000005,-21.408352,0.0,5.3517847,0.0,0.0,10,0
912.6962,65.34089,110.90549999999996,7.102086,41.0,8.287822,0.1,1.799999999999993,1,0
994.0673933445823,96.03986495890503,-4.923440385508552,1.4334345549716958,90.41731385123146,6.04824987586166,16.053017520498056,17.274718326104107,7,2
992.4461706764667,71.6968637426101,-1.9645700083438307,-3.235147980095366,82.9554737611353,8.801386125707788,0.0,7.228922909480823,8,0
911.5003,49.166195,252.28326000000004,-4.725004999999996,66.0,2.968636,0.0,0.7999999999999925,1,0
800.7276,81.43866,-107.9563599999999,44.177777,0.0,1.5484185,0.0,0.0,1,0
905.3575,84.927185,219.43819999999994,-13.73127000000001,33.0,1.6981165,0.0,1.3000000000000205,9,0
1010.5712222621892,88.01791899819466,-3.508764216043216,2.7704371879938305,100.0,4.153695932691527,4.634902879982434,15.228165470428014,8,0
687.406,70.78487,-213.6418500000001,-3.7871999999999986,100.0,10.308831,0.1,1.400000000000002,6,0
