date,precipitation,humidity,pressure,wind_speed,cloud_cover
2021-01-01 00:00:00,0.0,22.917517,802.962,3.8773184,8.0
2021-01-01 01:00:00,0.0,21.833681,803.39026,4.3498964,3.0
2021-01-01 02:00:00,0.0,22.15968,804.313,4.2136917,6.0
2021-01-01 03:00:00,0.0,28.495564,805.7784,4.6938257,8.0
2021-01-01 04:00:00,0.0,29.142933,808.3426,2.8116899,0.0
2021-01-01 05:00:00,0.0,21.052397,809.4097,3.7064266,0.0
2021-01-01 06:00:00,0.0,21.198383,809.4765,5.0911684,0.0
2021-01-01 07:00:00,0.0,27.916805,809.0159,5.8048253,0.0
2021-01-01 08:00:00,0.0,35.793617,808.22125,5.506941,0.0
2021-01-01 09:00:00,0.0,41.19295,807.442,4.452954,0.0
2021-01-01 10:00:00,0.0,47.05268,806.88306,3.7585104,0.0
2021-01-01 11:00:00,0.0,57.909893,806.0759,2.2768397,0.0
2021-01-01 12:00:00,0.0,66.43657,804.9147,2.0991426,42.0
2021-01-01 13:00:00,0.0,69.33031,804.55835,2.8116899,4.0
2021-01-01 14:00:00,0.0,75.666954,803.6442,3.5455887,5.0
2021-01-01 15:00:00,0.0,71.73068,804.0142,3.219938,24.0
2021-01-01 16:00:00,0.0,73.35719,803.43787,2.9024127,58.0
2021-01-01 17:00:00,0.0,73.47589,803.0587,2.3051248,3.0
2021-01-01 18:00:00,0.0,71.2804,802.789,2.0364676,1.0
2021-01-01 19:00:00,0.0,59.07463,803.8477,0.5091169,16.0
2021-01-01 20:00:00,0.0,54.85372,804.3462,2.4149535,0.0
2021-01-01 21:00:00,0.0,53.10923,804.16254,3.319036,0.0
2021-01-01 22:00:00,0.0,52.257576,803.83875,4.2136917,0.0
2021-01-01 23:00:00,0.0,48.859955,803.6017,4.73506,2.0
2021-01-02 00:00:00,0.0,50.274166,803.91016,3.9763298,47.0
2021-01-02 01:00:00,0.0,68.717026,800.8765,5.8603754,88.0
2021-01-02 02:00:00,0.0,66.964355,801.37274,3.6,85.0
2021-01-02 03:00:00,0.0,66.86837,805.057,1.2979984,67.0
2021-01-02 04:00:00,0.0,35.9852,808.51935,0.8049845,60.0
2021-01-02 05:00:00,0.0,21.019587,810.0009,2.9024127,13.0
2021-01-02 06:00:00,0.0,19.663696,810.0966,4.510787,37.0
2021-01-02 07:00:00,0.0,22.211466,809.5548,4.2136917,17.0
2021-01-02 08:00:00,0.0,31.464813,808.9835,5.95906,28.0
2021-01-02 09:00:00,0.0,35.692913,808.0941,5.506941,20.0
2021-01-02 10:00:00,0.0,38.21688,807.522,5.3999996,29.0
2021-01-02 11:00:00,0.0,52.71236,806.72253,2.4149535,42.0
2021-01-02 12:00:00,0.0,38.8548,806.75476,4.0249224,51.0
2021-01-02 13:00:00,0.0,41.074932,805.86707,3.5455887,27.0
2021-01-02 14:00:00,0.0,49.066895,805.0773,4.3349743,21.0
2021-01-02 15:00:00,0.0,41.822857,805.1099,1.9386592,21.0
2021-01-02 16:00:00,0.0,36.26258,805.97705,2.1897945,15.0
2021-01-02 17:00:00,0.0,35.23574,806.50354,4.0249224,17.0
2021-01-02 18:00:00,0.0,35.624897,806.55023,4.3349743,8.0
2021-01-02 19:00:00,0.0,38.582108,805.8604,4.2136917,8.0
2021-01-02 20:00:00,0.0,41.72566,805.6366,2.8799999,14.0
2021-01-02 21:00:00,0.0,44.794815,805.3198,3.671294,14.0
2021-01-02 22:00:00,0.0,48.14865,805.3575,5.1165614,60.0
2021-01-02 23:00:00,0.0,53.2783,805.0358,2.2768397,68.0
2021-01-03 00:00:00,0.0,64.95631,805.2407,1.08,51.0
2021-01-03 01:00:00,0.1,69.587906,804.82837,2.9024127,47.0
2021-01-03 02:00:00,0.1,76.14956,804.86835,3.671294,89.0
2021-01-03 03:00:00,0.0,76.30803,806.12744,2.2768397,54.0
2021-01-03 04:00:00,0.1,69.93692,808.81055,0.5091169,76.0
2021-01-03 05:00:00,0.6,68.39784,809.26215,6.4096174,87.0
2021-01-03 06:00:00,0.0,69.69302,808.94867,6.12,55.0
2021-01-03 07:00:00,0.0,66.24563,809.0479,3.2399998,55.0
2021-01-03 08:00:00,1.2,64.01858,808.28485,2.1897945,86.0
2021-01-03 09:00:00,0.2,65.46826,807.56964,3.7064266,59.0
2021-01-03 10:00:00,0.9,68.37837,807.47375,3.319036,63.0
2021-01-03 11:00:00,0.1,73.10155,806.8677,3.7064266,68.0
2021-01-03 12:00:00,0.0,75.28288,804.7879,8.209263,93.0
2021-01-03 13:00:00,0.1,77.29358,804.862,8.714677,100.0
2021-01-03 14:00:00,0.1,81.45329,804.85535,6.9153743,98.0
2021-01-03 15:00:00,0.1,85.22243,805.05237,7.491114,98.0
2021-01-03 16:00:00,0.0,86.69426,804.8204,6.618519,91.0
2021-01-03 17:00:00,0.0,84.288956,804.74133,4.829907,96.0
2021-01-03 18:00:00,0.0,82.24593,804.80774,5.00128,100.0
2021-01-03 19:00:00,0.0,80.819496,804.55774,4.198285,99.0
2021-01-03 20:00:00,0.1,83.67285,804.29266,3.8268526,100.0
2021-01-03 21:00:00,0.1,87.57902,803.7977,4.3349743,81.0
2021-01-03 22:00:00,0.0,90.98428,803.00366,4.072935,85.0
2021-01-03 23:00:00,0.0,86.66425,803.43604,3.6,100.0
2021-01-04 00:00:00,0.0,82.947464,804.8817,5.8048253,96.0
2021-01-04 01:00:00,0.0,88.801796,804.534,4.8433046,88.0
2021-01-04 02:00:00,0.0,89.089676,804.7288,3.563818,93.0
2021-01-04 03:00:00,0.0,84.71696,806.9255,4.39436,93.0
2021-01-04 04:00:00,0.0,77.45291,809.1639,3.8268526,93.0
2021-01-04 05:00:00,0.0,68.449486,810.37573,1.484318,97.0
2021-01-04 06:00:00,0.0,62.751274,810.34973,5.1544156,100.0
2021-01-04 07:00:00,0.0,68.5113,809.4571,5.0528407,98.0
2021-01-04 08:00:00,0.1,70.650055,808.75757,5.04,90.0
