date,precipitation,humidity,pressure,wind_speed,cloud_cover
2021-01-01 00:00:00,0.0,40.8161,915.24475,4.3349743,53.0
2021-01-01 01:00:00,0.0,39.05781,915.70013,3.096837,58.0
2021-01-01 02:00:00,0.0,37.504856,916.40826,3.4152596,21.0
2021-01-01 03:00:00,0.0,35.50204,917.3129,2.6208394,0.0
2021-01-01 04:00:00,0.0,48.372646,917.98267,2.1897945,12.0
2021-01-01 05:00:00,0.0,54.63859,918.62744,4.1046314,16.0
2021-01-01 06:00:00,0.0,60.86199,918.5168,4.896529,0.0
2021-01-01 07:00:00,0.0,60.6349,918.1512,4.5536795,0.0
2021-01-01 08:00:00,0.0,56.95401,917.2837,4.73506,0.0
2021-01-01 09:00:00,0.0,56.225315,916.62836,4.896529,0.0
2021-01-01 10:00:00,0.0,59.04993,916.3415,4.5536795,15.0
2021-01-01 11:00:00,0.0,73.66802,915.9451,1.4399999,1.0
2021-01-01 12:00:00,0.0,69.86661,914.84454,2.9024127,0.0
2021-01-01 13:00:00,0.0,77.5977,914.28564,2.3051248,0.0
2021-01-01 14:00:00,0.0,68.421234,915.34015,3.8268526,0.0
2021-01-01 15:00:00,0.0,52.441963,916.36945,4.1046314,0.0
2021-01-01 16:00:00,0.0,43.62435,916.7061,3.219938,0.0
2021-01-01 17:00:00,0.0,33.626846,916.9856,3.7064266,77.0
2021-01-01 18:00:00,0.0,23.169695,917.05334,2.968636,84.0
2021-01-01 19:00:00,0.0,16.43375,917.05426,4.6800003,77.0
2021-01-01 20:00:00,0.0,11.623003,916.9396,3.8773184,45.0
2021-01-01 21:00:00,0.0,9.150538,916.8072,3.5455887,51.0
2021-01-01 22:00:00,0.0,12.929237,915.76685,4.6938257,47.0
2021-01-01 23:00:00,0.0,17.682652,914.6418,5.1919937,60.0
2021-01-02 00:00:00,0.0,30.040655,913.75354,5.3999996,90.0
2021-01-02 01:00:00,0.0,17.891602,916.37177,1.0182338,95.0
2021-01-02 02:00:00,0.0,13.336759,917.6273,1.1384199,97.0
2021-01-02 03:00:00,0.0,14.682564,918.185,2.968636,98.0
2021-01-02 04:00:00,0.0,54.09946,918.2797,3.7064266,96.0
2021-01-02 05:00:00,0.0,40.84544,918.7586,2.6208394,100.0
2021-01-02 06:00:00,0.0,52.951027,918.0783,4.510787,95.0
2021-01-02 07:00:00,0.0,52.75279,917.82965,2.16,93.0
2021-01-02 08:00:00,0.0,41.30863,917.56604,4.1046314,90.0
2021-01-02 09:00:00,0.0,48.320576,916.65027,2.4149535,93.0
2021-01-02 10:00:00,0.0,54.79239,915.90564,4.072935,97.0
2021-01-02 11:00:00,0.0,68.86014,914.9326,5.771239,92.0
2021-01-02 12:00:00,0.0,54.459846,914.2316,2.0991426,96.0
2021-01-02 13:00:00,0.0,47.981216,914.3521,3.0547013,90.0
2021-01-02 14:00:00,0.0,46.218155,914.719,4.3349743,94.0
2021-01-02 15:00:00,0.0,21.675161,916.87384,3.96,93.0
2021-01-02 16:00:00,0.0,23.333063,917.17303,1.835647,91.0
2021-01-02 17:00:00,0.0,22.767756,917.40204,2.0991426,93.0
2021-01-02 18:00:00,0.0,22.286196,917.2539,2.5455842,89.0
2021-01-02 19:00:00,0.0,33.98727,915.7187,6.2145634,74.0
2021-01-02 20:00:00,0.0,46.423687,914.47845,4.1046314,47.0
2021-01-02 21:00:00,0.0,46.684277,913.7209,4.3349743,47.0
2021-01-02 22:00:00,0.0,46.99831,913.61945,5.1919937,39.0
2021-01-02 23:00:00,0.0,64.92533,912.32117,5.00128,31.0
2021-01-03 00:00:00,0.0,53.081417,913.1022,5.495161,26.0
2021-01-03 01:00:00,0.0,64.404495,912.7571,5.00128,73.0
2021-01-03 02:00:00,0.0,55.56993,914.474,2.5959969,51.0
2021-01-03 03:00:00,0.0,63.28287,915.8238,2.5455842,75.0
2021-01-03 04:00:00,0.0,63.510307,917.1852,2.1897945,85.0
2021-01-03 05:00:00,0.4,54.617943,917.36456,3.8773184,57.0
2021-01-03 06:00:00,0.0,57.38637,917.196,1.4399999,37.0
2021-01-03 07:00:00,0.0,56.069862,916.8379,6.5693827,61.0
2021-01-03 08:00:00,0.2,57.87706,915.9574,3.8773184,56.0
2021-01-03 09:00:00,0.0,57.65162,915.0819,5.315336,39.0
2021-01-03 10:00:00,0.0,64.61591,915.01276,5.0911684,28.0
